url,book_id,title,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/55030.Cosmos,,Cosmos,Carl Sagan,4.37,122387,122387,384,1980.0,False,"Science, Nonfiction, Science, Astronomy, Science, Physics, History, Space, Philosophy, Science, Popular Science, Classics, Audiobook","(2, 'Hugo Award for Best Non-Fiction Book (1981), National Book Award Finalist for Science (Hardcover) (1981)')",
https://www.goodreads.com/book/show/44790978-matching-configurations,,Matching Configurations,Kyle Keyes,4.39,5118,5118,296,,True,"Contemporary, Epic, Drama, Fiction, Novels, Book Club, Suspense","(0, nan)",
https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,,Grimm's Fairy Tales,Jacob Grimm,4.13,24865,24865,518,1909.0,False,"Classics, Fantasy, Fiction, Fantasy, Fairy Tales, Short Stories, Childrens, Literature, Fantasy, Mythology, European Literature, German Literature, Young Adult","(0, nan)",
https://www.goodreads.com/book/show/14995.Odd_Thomas,,Odd Thomas,Dean Koontz,3.97,258191,258191,446,2003.0,True,"Horror, Fiction, Mystery, Fantasy, Thriller, Fantasy, Paranormal, Suspense, Fantasy, Supernatural, Fantasy, Urban Fantasy, Thriller, Mystery Thriller","(1, 'Lincoln Award Nominee (2006)')","Pico Mundo, California"
https://www.goodreads.com/book/show/40024.The_Alienist,,The Alienist,Caleb Carr,4.05,159366,159366,498,1994.0,True,"Historical, Historical Fiction, Mystery, Fiction, Thriller, Mystery, Crime, Historical, Thriller, Mystery Thriller, Horror, Suspense, Mystery, Historical Mystery","(4, ""Anthony Award for Best First Novel (1995), Grand Prix de Littérature Policière for Romans étrangers (1996), Lambda Literary Award Nominee for Gay Men's Mystery (1995), Palle Rosenkrantz Prisen (1997)"")",New York State
https://www.goodreads.com/book/show/292408.Angle_of_Repose,,Angle of Repose,Wallace Stegner,4.22,56208,56208,569,1971.0,False,"Fiction, Historical, Historical Fiction, Classics, Westerns, Literature, Literary Fiction, Novels, Book Club, Historical, Audiobook","(1, 'Pulitzer Prize for Fiction (1972)')","American West, California, Idaho"
https://www.goodreads.com/book/show/140082.Club_Dead,,Club Dead,Charlaine Harris,4.01,229008,229008,274,2003.0,True,"Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Urban Fantasy, Romance, Fiction, Mystery, Romance, Paranormal Romance, Fantasy, Supernatural, Adult","(0, nan)","Jackson, Mississippi, Bon Temps, Louisiana"
https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,,Message in a Bottle,Nicholas Sparks,3.96,218137,218137,342,1998.0,False,"Romance, Fiction, Womens Fiction, Chick Lit, Contemporary, Adult, Adult Fiction, Romance, Contemporary Romance, Drama, Love, Novels","(0, nan)","Wilmington, North Carolina, North Carolina"
https://www.goodreads.com/book/show/13414446-prodigy,,Prodigy,Marie Lu,4.25,213903,213903,371,,True,"Science Fiction, Dystopia, Young Adult, Romance, Science Fiction, Fantasy, Fiction, Adventure, Young Adult, Teen, Action, Audiobook","(1, 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)')",Nevada
https://www.goodreads.com/book/show/6440.Ivanhoe,,Ivanhoe,Walter Scott,3.75,89845,89845,496,1819.0,True,"Classics, Historical, Historical Fiction, Fiction, Adventure, Historical, Literature, Romance, Classics, Classic Literature, Literature, 19th Century, Historical, Medieval","(0, nan)",England
https://www.goodreads.com/book/show/11337.The_Bluest_Eye,,The Bluest Eye,Toni Morrison,4.08,186752,186752,216,1970.0,False,"Fiction, Classics, Historical, Historical Fiction, Cultural, African American, Race, Literature, Novels, Literary Fiction, Academic, School, Literature, American","(0, nan)","Lorain, Ohio, Ohio"
https://www.goodreads.com/book/show/42898.Lover_Revealed,,Lover Revealed,J.R. Ward,4.29,125369,125369,455,,True,"Romance, Fantasy, Paranormal, Romance, Paranormal Romance, Paranormal, Vampires, Fantasy, Fantasy, Urban Fantasy, Adult, Fiction, Adult Fiction, Erotica, Fantasy, Supernatural","(2, 'All About Romance (AAR) Annual Reader Poll for Guiltiest Pleasure Romance (2008), RITA Award by Romance Writers of America for Best Paranormal Romance (2008)')","Caldwell, New York"
https://www.goodreads.com/book/show/35519.The_Power_of_Myth,,The Power of Myth,Joseph Campbell,4.25,46253,46253,320,,False,"Nonfiction, Fantasy, Mythology, Philosophy, Religion, History, Psychology, Spirituality, Classics, Anthropology, Language, Writing","(0, nan)",
https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,3.79,239301,239301,235,1998.0,True,"Mystery, Fiction, Cultural, Africa, Mystery, Crime, Thriller, Mystery Thriller, Southern Africa, Botswana, Mystery, Detective, Adult Fiction, Adult, Audiobook","(1, 'Martin Beck Award (2004)')","Botswana, Johannesburg, Mafikeng, Gaborone, Mochudi"
