url,book_id,title,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/2493.The_Time_Machine,,The Time Machine,H.G. Wells,3.89,432286,432286,118,1895.0,False,"Classics, Science Fiction, Fiction, Science Fiction, Time Travel, Fantasy, Science Fiction, Dystopia, Science Fiction Fantasy, Literature, Adventure, Novels","(0, nan)","United Kingdom, London, England, England"
https://www.goodreads.com/book/show/29579.Foundation,,Foundation,Isaac Asimov,4.17,429433,429433,244,1951.0,True,"Science Fiction, Fiction, Classics, Science Fiction Fantasy, Fantasy, Space, Space Opera, Novels, Space, Audiobook, Speculative Fiction","(0, nan)",
https://www.goodreads.com/book/show/39662.Different_Seasons,,Different Seasons,Stephen King,4.34,183589,183589,560,1982.0,False,"Horror, Fiction, Short Stories, Thriller, Mystery, Fantasy, Drama, Suspense, Classics, Anthologies","(1, 'World Fantasy Award Nominee for Best Anthology/Collection (1982)')",
https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,,Kafka on the Shore,Haruki Murakami,4.13,330338,330338,467,2002.0,False,"Fiction, Magical Realism, Fantasy, Cultural, Japan, Asian Literature, Japanese Literature, Contemporary, Novels, Literature, Literary Fiction, Cultural, Asia","(7, 'World Fantasy Award for Best Novel (2006), Los Angeles Times Book Prize Nominee for Fiction (2005), Independent Foreign Fiction Prize Nominee for Longlist (2006), PEN Translation Prize for Philip Gabriel (2006), Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2005), Tähtifantasia Award (2010), Βραβείο Βιβλίου Public for Μεταφρασμένο μυθιστόρημα της χρονιάς (Translator: Αργυρώ Μαντόγλου) (2016)')",Takamatsu
https://www.goodreads.com/book/show/4687.The_Cider_House_Rules,,The Cider House Rules,John Irving,4.14,165341,165341,973,1985.0,False,"Fiction, Classics, Historical, Historical Fiction, Literature, Literary Fiction, Novels, Contemporary, Literature, American, Adult Fiction, Historical","(0, nan)","Three Mile Falls, Maine, St. Cloud's, Maine, Maine"
https://www.goodreads.com/book/show/93.Heidi,,Heidi,Johanna Spyri,3.99,177489,177489,352,1880.0,True,"Classics, Fiction, Childrens, Young Adult, Historical, Historical Fiction, Childrens, Middle Grade, Historical, Childrens, Childrens Classics, Childrens, Juvenile, Literature, 19th Century","(0, nan)",Switzerland
https://www.goodreads.com/book/show/8755776-city-of-lost-souls,,City of Lost Souls,Cassandra Clare,4.25,451153,451153,546,,True,"Fantasy, Young Adult, Romance, Fantasy, Paranormal, Fantasy, Urban Fantasy, Paranormal, Vampires, Paranormal, Angels, Fiction, Fantasy, Supernatural, Fantasy, Magic","(1, 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012)')","New York City, New York, Venice, Prague (Praha), Paris, Ireland"
https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury,,A Court of Mist and Fury,Sarah J. Maas,4.61,417236,417236,626,,True,"Fairies, Fae, Young Adult, Young Adult Fantasy, Audiobook, Romance, Fantasy Romance, Paranormal, Fairies, Adult, Romance, Paranormal Romance, Fantasy, Science Fiction Fantasy, Action","(1, 'Goodreads Choice Award for Young Adult Fantasy & Science Fiction (2016) and Nominee for Best of the Best  (2018)')",
https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,,"Are You There God? It's Me, Margaret",Judy Blume,3.9,196564,196564,149,1970.0,False,"Young Adult, Fiction, Childrens, Classics, Childrens, Middle Grade, Young Adult, Coming Of Age, Realistic Fiction, Contemporary, Literature, Banned Books, Childrens, Juvenile","(4, ""Young Hoosier Book Award (1976), Nene Award (1975), North Dakota Children's Choice Award (1979), Golden Archer Award (1974)"")","New York City, New York, Farbrook, New Jersey, New Jersey"
https://www.goodreads.com/book/show/10959.Sophie_s_World,,Sophie's World,Jostein Gaarder,3.94,211656,211656,403,1991.0,False,"Philosophy, Fiction, Classics, Young Adult, Novels, Fantasy, Literature, Contemporary, Unfinished, European Literature, Scandinavian Literature","(8, ""Buxtehuder Bulle (1996), Premio Bancarella (1995), Deutscher Jugendliteraturpreis for Jugendbuch (1994), Prix des libraires du Québec for Lauréats hors Québec (1996), دار المنى, Literaturpreis der Jury der jungen Leser for Jugendbuch (1997), Premio San Clemente for Novela Estranxeira (1996), Prime Minister of Pakistan's Award for Literature"")",
https://www.goodreads.com/book/show/16902.Walden,,Walden,Henry David Thoreau,3.78,166285,166285,352,1854.0,False,"Classics, Philosophy, Nonfiction, Environment, Nature, Autobiography, Memoir, Literature, Biography, Writing, Essays, Literature, American, Environment","(0, nan)","United States of America, Concord, Massachusetts"
https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,,The Wise Man's Fear,Patrick Rothfuss,4.54,452355,452355,994,,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Fantasy, High Fantasy, Fantasy, Magic, Science Fiction Fantasy, Adventure, Audiobook, Adult, Epic","(5, 'Locus Award Nominee for Best Fantasy Novel (2012), David Gemmell Legend Award for Best Fantasy Novel (2012), Tähtifantasia Award Nominee (2016), Goodreads Choice Award Nominee for Best Fantasy and for Favorite Book (2011), Prix Elbakin.net for Meilleur roman fantasy traduit (2013)')",
https://www.goodreads.com/book/show/16068905-fangirl,,Fangirl,Rainbow Rowell,4.03,613619,613619,483,,False,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, New Adult, Audiobook, Young Adult, Coming Of Age, Womens Fiction, Chick Lit, Young Adult, Young Adult Contemporary","(5, 'Milwaukee County Teen Book Award Nominee (2015), The Inky Awards Nominee for Silver Inky (2015), Lincoln Award Nominee (2016), Goodreads Choice Award Nominee for Young Adult Fiction (2013), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2014)')","Lincoln, Nebraska, Omaha, Nebraska"
https://www.goodreads.com/book/show/9520360-the-son-of-neptune,,The Son of Neptune,Rick Riordan,4.42,442491,442491,513,,True,"Fantasy, Young Adult, Fantasy, Mythology, Fiction, Childrens, Middle Grade, Adventure, Childrens, Mythology, Greek Mythology, Fantasy, Urban Fantasy, Young Adult, Young Adult Fantasy","(2, ""Buckeye Children's Book Award for 6-8 (2012), Goodreads Choice Award for Middle Grade & Children's and Nominee for Favorite Book (2011)"")","Oakland, California, Alaska, Portland, Oregon, Seattle, Washington, Berkeley, California, North Vancouver, British Columbia, Anchorage, Alaska, Seward, Alaska"
https://www.goodreads.com/book/show/58345.The_Awakening,,The Awakening,Kate Chopin,3.66,175661,175661,195,1899.0,False,"Classics, Fiction, Feminism, Academic, School, Literature, Historical, Historical Fiction, Academic, Read For School, Young Adult, High School, Novels, Literature, American","(0, nan)","New Orleans, Louisiana, Grand Isle, Louisiana"
https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,,Never Let Me Go,Kazuo Ishiguro,3.83,506728,506728,288,2005.0,False,"Fiction, Science Fiction, Science Fiction, Dystopia, Contemporary, Literary Fiction, Novels, Adult, Romance, Literature, European Literature, British Literature","(8, 'Booker Prize Nominee (2005), Locus Award Nominee for Best SF Novel (2006), Arthur C. Clarke Award Nominee (2006), James Tait Black Memorial Prize Nominee for Fiction (2005), ALA Alex Award (2006), National Book Critics Circle Award Nominee for Fiction (2005), Corine Internationaler Buchpreis for Belletristik (2006), International Dublin Literary Award Nominee (2007)')","Hailsham, Norfolk, England, The Cottages, Kingsfield"
https://www.goodreads.com/book/show/40937505,,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.92,961,961,204,,False,Fiction,"(0, nan)",
https://www.goodreads.com/book/show/228560.Sophie_s_Choice,,Sophie's Choice,William Styron,4.18,83342,83342,562,1979.0,False,"Fiction, Classics, Historical, Historical Fiction, World War II, Holocaust, War, Historical, War, World War II, Literature, Novels, Literary Fiction","(2, 'National Book Award for Fiction (Hardcover) (1980), National Book Critics Circle Award Nominee for Fiction (1979)')","Brooklyn, New York City, New York, Flatbush, Brooklyn, New York"
https://www.goodreads.com/book/show/7260188-mockingjay,,Mockingjay,Suzanne Collins,4.05,2472460,2472460,398,,True,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Young Adult, Teen, Apocalyptic, Post Apocalyptic, Audiobook","(5, ""Locus Award Nominee for Best Young Adult Book (2011), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2011), Andre Norton Award Nominee (2010), DABWAHA Romance Tournament for Best Young Adult Romance (2011), Goodreads Choice Award for Favorite Book and for Young Adult Fantasy (2010)"")","District 13, Panem, District 12, Panem, Capitol, Panem, Panem"
