,index,Unnamed: 0,url,book_id,title,author,good_read_score,good_read_votes,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,award_count,place,Fiction,Fantasy,Classics,Young Adult,Novels,Literature,Romance,Historical,Historical Fiction,Audiobook,Adult,Adventure,Contemporary,Science Fiction,Childrens,Mystery,Cultural,Academic,Paranormal,School,Science Fiction Fantasy,Adult Fiction,Magic,European Literature,Literary Fiction,Urban Fantasy,Drama,Middle Grade,American,Thriller,Supernatural,Dystopia,Horror,Philosophy,Classic Literature,Humor,Teen,Paranormal Romance,Nonfiction,Vampires,Crime,Realistic Fiction,Chick Lit,Womens Fiction,20th Century,British Literature,Young Adult Fantasy,War,Poetry,High Fantasy,MINMAX/norm Average Rating,MEAN/norm Average Rating
162,162,162,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,236093.0,The Wonderful Wizard of Oz,L. Frank Baum,96892,1265,3.97,13385,393806,154,1900.0,True,"Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Childrens, Middle Grade, Audiobook, Fantasy, Magic, Literature",Lewis Carroll Shelf Award (1968),1,"Oz, Kansas",True,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.293478260869566,5.143485531481753
163,163,163,https://www.goodreads.com/book/show/7190.The_Three_Musketeers,7190.0,The Three Musketeers,Alexandre Dumas,96638,1210,4.07,7178,282937,625,1844.0,True,"Classics, Fiction, Historical, Historical Fiction, Adventure, Cultural, France, Literature, Historical, European Literature, French Literature, Classics, Classic Literature, Novels",nan,0,"Paris, La Rochelle, France",True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6195652173913055,5.469572488003493
164,164,164,https://www.goodreads.com/book/show/2282133.Frostbite,2282133.0,Frostbite,Richelle Mead,95688,1088,4.25,11594,324981,327,2008.0,True,"Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Fantasy, Supernatural, Fiction, Fantasy, Magic",nan,0,"Spokane, Washington, Montana, Idaho",True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8.206521739130434,6.056529009742622
165,165,165,https://www.goodreads.com/book/show/32929.Goodnight_Moon,32929.0,Goodnight Moon,Margaret Wise Brown,94807,1178,4.28,6089,321097,32,1947.0,True,"Childrens, Childrens, Picture Books, Classics, Fiction, Poetry, Kids, Animals, Childrens, Juvenile, Young Adult, Childrens, Storytime",nan,0,nan,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.304347826086957,6.154355096699145
166,166,166,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,34.0,The Fellowship of the Ring,J.R.R. Tolkien,93727,1130,4.37,24916,2444930,398,1954.0,True,"Fantasy, Classics, Fiction, Adventure, Science Fiction Fantasy, Fantasy, High Fantasy, Fantasy, Epic Fantasy, Young Adult, Novels, Fantasy, Magic",Publieksprijs voor het Nederlandse Boek Nominee (2002),1,Middle-earth,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.597826086956523,6.44783335756871
167,167,167,https://www.goodreads.com/book/show/7784.The_Lorax,7784.0,The Lorax,Dr. Seuss,93588,1142,4.32,4309,301360,72,1971.0,False,"Childrens, Childrens, Picture Books, Fiction, Classics, Poetry, Fantasy, Environment, Kids, Young Adult, Childrens, Juvenile",California Young Readers Medal Nominee for Primary (1976),1,nan,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.434782608695652,6.28478987930784
168,168,168,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,2120932.0,The Battle of the Labyrinth,Rick Riordan,91748,1083,4.39,20978,793809,361,2008.0,True,"Fantasy, Young Adult, Fantasy, Mythology, Fiction, Childrens, Middle Grade, Adventure, Childrens, Mythology, Greek Mythology, Fantasy, Urban Fantasy, Fantasy, Magic",nan,0,United States of America,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.66304347826087,6.513050748873056
169,169,169,https://www.goodreads.com/book/show/18335634-clockwork-princess,18335634.0,Clockwork Princess,Cassandra Clare,91170,1018,4.55,32049,368239,567,2013.0,True,"Fantasy, Young Adult, Romance, Fantasy, Paranormal, Science Fiction, Steampunk, Historical, Historical Fiction, Fantasy, Urban Fantasy, Paranormal, Angels, Fiction, Historical",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013),1,"York, Yorkshire, England, London, England",True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.184782608695652,7.034789879307839
170,170,170,https://www.goodreads.com/book/show/5996153-blood-promise,5996153.0,Blood Promise,Richelle Mead,91083,1039,4.3,9966,290189,503,2009.0,True,"Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Fantasy, Supernatural, Fiction, Fantasy, Magic","Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)",2,"Montana, Baia (Russia)",True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8.369565217391305,6.219572488003491
171,171,171,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,32261.0,Tess of the D'Urbervilles,Thomas Hardy,90055,1104,3.81,9137,246173,518,1891.0,False,"Classics, Fiction, Romance, Literature, Historical, Historical Fiction, Literature, 19th Century, Historical, Victorian, Novels, Classics, Classic Literature, European Literature, British Literature",nan,0,United Kingdom,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.771739130434783,4.62174640104697
172,172,172,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,4900.0,Heart of Darkness,Joseph Conrad,89162,1101,3.44,14436,436877,188,1899.0,False,"Classics, Fiction, Literature, Cultural, Africa, Historical, Historical Fiction, Academic, School, Novels, Academic, Read For School, Adventure, Young Adult, High School",nan,0,"Africa, Belgian Congo, Brussels, Congo Free State",True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.565217391304348,3.4152246619165347
173,173,173,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,561456.0,The Titan's Curse,Rick Riordan,89050,1070,4.34,22918,742207,320,2007.0,True,"Fantasy, Young Adult, Fantasy, Mythology, Fiction, Childrens, Middle Grade, Adventure, Childrens, Mythology, Greek Mythology, Fantasy, Urban Fantasy, Fantasy, Magic",Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009),1,United States of America,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.5,6.3500072706121875
174,174,174,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,1622.0,A Midsummer Night's Dream,William Shakespeare,88653,1167,3.95,8526,458295,240,1595.0,False,"Classics, Plays, Fiction, Drama, Fantasy, Academic, School, Romance, Plays, Theatre, Literature, Poetry",nan,0,Atenas,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.228260869565218,5.078268140177405
175,175,175,https://www.goodreads.com/book/show/1078.The_Good_Earth,1078.0,The Good Earth,Pearl S. Buck,88488,1076,3.99,10193,228291,418,1931.0,True,"Classics, Fiction, Historical, Historical Fiction, Cultural, China, Literature, Cultural, Asia, Historical, Novels, Academic, School, Classics, Classic Literature","Pulitzer Prize for Novel (1932), William Dean Howells Medal (1935)",2,China,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.358695652173914,5.208702922786101
176,176,176,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,28186.0,The Sea of Monsters,Rick Riordan,87807,1055,4.24,29214,808902,279,2006.0,True,"Fantasy, Young Adult, Fantasy, Mythology, Fiction, Childrens, Middle Grade, Adventure, Childrens, Mythology, Greek Mythology, Fantasy, Urban Fantasy, Fantasy, Magic",nan,0,"Miami, Florida, Atlantic Ocean, Bermuda Triangle",True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.173913043478262,6.023920314090448
177,177,177,https://www.goodreads.com/book/show/2547.The_Prophet,2547.0,The Prophet,Kahlil Gibran,87640,1056,4.22,10272,247870,127,1923.0,False,"Poetry, Philosophy, Classics, Fiction, Spirituality, Religion, Literature, Self Help, Inspirational, Novels",nan,0,Orphalese,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.108695652173912,5.9587029227861
178,178,178,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,40605251.0,The Mists of Avalon,Marion Zimmer Bradley,85256,1012,4.11,6897,197852,1009,1982.0,True,"Fantasy, Fiction, Historical, Historical Fiction, Mythology, Arthurian, Fantasy, Mythology, Science Fiction Fantasy, Historical, Classics, Romance, Fantasy, Magic",Locus Award for Best Fantasy Novel (1984),1,"Camelot, Avalon",True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.750000000000002,5.600007270612188
179,179,179,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,13023.0,Alice in Wonderland,Jane Carruth,83866,1091,4.02,5361,384305,92,1865.0,False,"Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Literature, Childrens, Middle Grade, Novels, Classics, Classic Literature","Kate Greenaway Medal (1988), Kurt Maschler Award (1999)",2,"London, England, Wonderland",True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.456521739130434,5.30652900974262
180,180,180,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,7763.0,The Joy Luck Club,Amy Tan,83659,1050,3.94,9726,612178,288,1989.0,False,"Fiction, Historical, Historical Fiction, Classics, Cultural, China, Contemporary, Adult Fiction, Adult, Cultural, Asia, Literature, Novels","California Book Award for Fiction (Gold) (1989), Los Angeles Times Book Prize Nominee for Fiction (1989), Northern California Book Awards for Fiction (1989), National Book Critics Circle Award Nominee for Fiction (1989), National Book Award Finalist for Fiction (1989)",5,"San Francisco, California, China",True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.195652173913044,5.0456594445252305
181,181,181,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,1852.0,The Call of the Wild,Jack London,83468,1085,3.88,11806,358628,172,1903.0,False,"Classics, Fiction, Adventure, Young Adult, Animals, Historical, Historical Fiction, Literature, Academic, School, Childrens, Novels",nan,0,"Alaska, Yukon (aka Yukon Territory), Canada, United States of America",True,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,4.850007270612187
182,182,182,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,7938275.0,The Hunger Games Trilogy Boxset,Suzanne Collins,82972,980,4.48,6918,193717,1155,2008.0,True,"Young Adult, Fiction, Fantasy, Science Fiction, Dystopia, Science Fiction, Romance, Adventure, Young Adult, Teen, Action, Novels",Audie Award for Excellence in Design (2016),1,nan,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.956521739130437,6.806529009742624
183,183,183,https://www.goodreads.com/book/show/6186357-the-maze-runner,6186357.0,The Maze Runner,James Dashner,82655,951,4.03,57002,1140913,384,2009.0,True,"Young Adult, Science Fiction, Dystopia, Science Fiction, Fiction, Fantasy, Adventure, Apocalyptic, Post Apocalyptic, Mystery, Young Adult, Teen, Audiobook","Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011), Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)",9,nan,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.489130434782609,5.339137705394797
184,184,184,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,71728.0,Jonathan Livingston Seagull,Richard Bach,82075,1003,3.84,8445,212524,112,1970.0,False,"Fiction, Classics, Philosophy, Fantasy, Spirituality, Inspirational, Self Help, Novels, Literature, Animals",Nene Award (1974),1,nan,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.869565217391305,4.719572488003491
185,185,185,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,40940121.0,Bridge to Terabithia,Katherine Paterson,81802,1031,4.0,13012,469928,190,1977.0,False,"Fiction, Young Adult, Classics, Childrens, Fantasy, Childrens, Middle Grade, Realistic Fiction, Academic, School, Contemporary, Childrens, Juvenile","Newbery Medal (1978), Lewis Carroll Shelf Award (1978), Zilveren Griffel (1983), Dorothy Canfield Fisher Children's Book Award Nominee (1979), California Young Readers Medal Nominee for Middle School/Junior High (1980)",5,"Virginia, Lark Creek, Virginia, Terabithia",True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.391304347826088,5.241311618438274
186,186,186,https://www.goodreads.com/book/show/2175.Madame_Bovary,2175.0,Madame Bovary,Gustave Flaubert,81478,1020,3.68,11402,268454,329,1857.0,False,"Classics, Fiction, Cultural, France, Literature, European Literature, French Literature, Romance, Literature, 19th Century, Novels, Historical, Historical Fiction, Classics, Classic Literature",nan,0,"Rouen, Yonville-l'Abbaye, Tostes, France",True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.347826086956522,4.19783335756871
187,187,187,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,378.0,The Phantom Tollbooth,Norton Juster,81055,952,4.16,10837,261005,248,1961.0,False,"Fantasy, Fiction, Childrens, Classics, Young Adult, Childrens, Middle Grade, Adventure, Humor, Science Fiction Fantasy, Childrens, Juvenile",nan,0,nan,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.91304347826087,5.763050748873058
188,188,188,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,5060378.0,The Girl Who Played with Fire,Stieg Larsson,79757,994,4.24,34612,835914,503,2006.0,True,"Fiction, Mystery, Thriller, Mystery, Crime, Thriller, Mystery Thriller, Suspense, Contemporary, Cultural, Sweden, Adult, Audiobook","Anthony Award Nominee for Best Novel (2010), Dilys Award Nominee (2010), CWA International Dagger Nominee (2009), Svenska Deckarakademins pris för bästa svenska kriminalroman (2006), Goodreads Choice Award for Mystery/Thriller (2009)",5,"Stockholm, Sweden",True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.173913043478262,6.023920314090448
189,189,189,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,191139.0,"Oh, the Places You'll Go!",Dr. Seuss,79671,1014,4.33,5523,349352,44,1990.0,False,"Childrens, Childrens, Picture Books, Fiction, Classics, Poetry, Fantasy, Young Adult, Inspirational, Kids, Humor",nan,0,nan,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.467391304347828,6.317398574960013
190,190,190,https://www.goodreads.com/book/show/18254.Oliver_Twist,18254.0,Oliver Twist,Charles Dickens,79370,1075,3.87,8010,332583,608,1838.0,False,"Classics, Fiction, Historical, Historical Fiction, Literature, Novels, Literature, 19th Century, Classics, Classic Literature, European Literature, British Literature, Historical, Victorian, Historical",CityRead London (2012),1,"London, England",True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.967391304347826,4.817398574960014
191,191,191,https://www.goodreads.com/book/show/27712.The_Neverending_Story,27712.0,The Neverending Story,Michael Ende,79322,964,4.16,7018,176408,396,1979.0,False,"Fantasy, Classics, Fiction, Young Adult, Childrens, Adventure, Childrens, Middle Grade, European Literature, German Literature, Science Fiction Fantasy, Writing, Books About Books","Buxtehuder Bulle (1979), Zilveren Griffel (1983), Preis der Leseratten des ZDF (1980)",3,"Fantastica, Germany",True,True,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.91304347826087,5.763050748873058
192,192,192,https://www.goodreads.com/book/show/295.Treasure_Island,295.0,Treasure Island,Robert Louis Stevenson,79239,1068,3.83,12400,418743,311,1883.0,False,"Classics, Fiction, Adventure, Young Adult, Historical, Historical Fiction, Childrens, Literature, Adventure, Pirates, Fantasy, Novels","Odyssey Award Nominee (2008), Prêmio Jabuti Nominee for Adaptação (2017), Audie Award for Classic (2008)",3,"Bristol, England, England, Atlantic Ocean, Skeleton Island",True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.836956521739132,4.686963792351317
193,193,193,https://www.goodreads.com/book/show/338798.Ulysses,338798.0,Ulysses,James Joyce,78555,935,3.73,7129,115052,783,1922.0,False,"Classics, Fiction, Literature, Novels, Cultural, Ireland, European Literature, Irish Literature, Unfinished, Literature, 20th Century, Literary Fiction, Literature, Banned Books",Национална награда „Христо Г. Данов“ for Преводна художествена литература (2004),1,"Nighttown, Dublin, Dublin, Sandymount Strand, Dublin, Glasnevin Cemetary, Dublin, Ireland",True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.510869565217392,4.360876835829578
194,194,194,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,10818853.0,Fifty Shades of Grey,E.L. James,76531,864,3.66,79153,2058369,356,2011.0,True,"Romance, Fiction, Adult Fiction, Erotica, Adult, Erotica, BDSM, Contemporary, Womens Fiction, Chick Lit, Romance, Contemporary Romance, Romance, Erotic Romance, Adult Fiction","All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012), Australian Book Industry Award (ABIA) for International Book (2013), Goodreads Choice Award Nominee for Romance (2011)",3,"Seattle, Washington, Vancouver, Washington",True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,6.282608695652175,4.132615966264361
195,195,195,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,40611463.0,The Clan of the Cave Bear,Jean M. Auel,75863,934,4.06,6785,236768,516,1980.0,True,"Historical, Historical Fiction, Fiction, Fantasy, Historical, Classics, Romance, Adventure, Historical Fiction, Prehistoric, Adult, Novels",National Book Award Finalist for First Novel (1981),1,Stone Age,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.58695652173913,5.4369637923513165
196,196,196,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,62291.0,A Storm of Swords,George R.R. Martin,75517,876,4.53,22533,686941,1177,2000.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Science Fiction Fantasy, Fantasy, High Fantasy, Adult, Adventure, Fantasy, Dragons, Audiobook, Epic","Hugo Award Nominee for Best Novel (2001), Nebula Award Nominee for Best Novel (2001), Locus Award for Best Fantasy Novel (2001), Geffen Award for Best Translated Fantasy Book (2002), Premio Ignotus (2006), Premi Ictineu for Millor novel·la traduïda (2013)",6,"Westeros, Essos",True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.119565217391305,6.969572488003492
197,197,197,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,2696.0,The Canterbury Tales,Geoffrey Chaucer,74760,995,3.51,3469,195505,521,1400.0,False,"Classics, Fiction, Poetry, Literature, Academic, School, Historical, Medieval, Short Stories, Historical, Historical Fiction, Classics, Classic Literature, Academic, Read For School",nan,0,England,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.7934782608695645,3.6434855314817516
198,198,198,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,7069.0,The World According to Garp,John Irving,74193,921,4.09,5653,209155,610,1978.0,False,"Fiction, Classics, Contemporary, Literature, Novels, Literary Fiction, Humor, Literature, American, Adult Fiction, Drama","National Book Award for Fiction (Paperback) (1980), National Book Critics Circle Award Nominee for Fiction (1978), National Book Award Finalist for Fiction (1979)",3,"Vienna, United States of America, New England, Boston, Massachusetts",True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.684782608695652,5.534789879307839
199,199,199,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,10799.0,A Farewell to Arms,Ernest Hemingway,73534,943,3.81,10190,272501,293,1929.0,False,"Classics, Fiction, Historical, Historical Fiction, War, Literature, Novels, Literature, American, Romance, Classics, Classic Literature, Academic, School",nan,0,"Italy, Milan, Switzerland",True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.771739130434783,4.62174640104697
200,200,200,https://www.goodreads.com/book/show/58696.David_Copperfield,58696.0,David Copperfield,Charles Dickens,73190,963,4.0,7051,205408,882,1850.0,False,"Classics, Fiction, Literature, Historical, Historical Fiction, Literature, 19th Century, Novels, European Literature, British Literature, Classics, Classic Literature, Historical, Victorian, Audiobook",Audie Award Nominee for Fiction of Nonfiction Licenses or Distributed for Martin Jarvis (2003),1,"Blunderstone, England, Great Yarmouth, England, London, England, Dover, Kent, England, Canterbury, Kent, England",True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.391304347826088,5.241311618438274
201,201,201,https://www.goodreads.com/book/show/37442.Wicked,37442.0,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,71356,863,3.54,24757,581601,406,1995.0,True,"Fantasy, Fiction, Adult, Retellings, Science Fiction Fantasy, Adult Fiction, Paranormal, Witches, Fantasy, Magic, Fantasy, Fairy Tales, Classics",Tähtifantasia Award Nominee (2009),1,Oz,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.891304347826088,3.741311618438274
202,202,202,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,853510.0,Murder on the Orient Express,Agatha Christie,71054,921,4.18,25841,416944,274,1934.0,True,"Mystery, Classics, Fiction, Mystery, Crime, Thriller, Mystery Thriller, Audiobook, Thriller, Mystery, Detective, Adult, European Literature, British Literature",CWA Best Ever Nominee for Crime Novel (2013),1,"Constantinople, Vinkovci, Yugoslavia, Aleppo, Syria",True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,7.978260869565217,5.8282681401774035
