,index,Unnamed: 0,url,book_id,title,author,good_read_score,good_read_votes,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,award_count,place,Fiction,Fantasy,Classics,Young Adult,Novels,Literature,Romance,Historical,Historical Fiction,Audiobook,Adult,Adventure,Contemporary,Science Fiction,Childrens,Mystery,Cultural,Academic,Paranormal,School,Science Fiction Fantasy,Adult Fiction,Magic,European Literature,Literary Fiction,Urban Fantasy,Drama,Middle Grade,American,Thriller,Supernatural,Dystopia,Horror,Philosophy,Classic Literature,Humor,Teen,Paranormal Romance,Nonfiction,Vampires,Crime,Realistic Fiction,Chick Lit,Womens Fiction,20th Century,British Literature,Young Adult Fantasy,War,Poetry,High Fantasy,MINMAX/norm Average Rating,MEAN/norm Average Rating
443,443,443,https://www.goodreads.com/book/show/12127810-the-house-of-hades,12127810.0,The House of Hades,Rick Riordan,24210,302,4.52,15715,290769,597,2013.0,True,"Fantasy, Young Adult, Fantasy, Mythology, Childrens, Middle Grade, Fiction, Adventure, Mythology, Greek Mythology, Childrens, Fantasy, Urban Fantasy, Romance",Goodreads Choice Award for Middle Grade & Children's (2013),1,"Rome, Venice, Split, Bologna, Valletta, Epirus",True,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.086956521739129,6.9369637923513165
444,444,444,https://www.goodreads.com/book/show/16096824-a-court-of-thorns-and-roses,16096824.0,A Court of Thorns and Roses,Sarah J. Maas,24010,277,4.21,55612,601608,419,2015.0,True,"Fantasy, Romance, Young Adult, New Adult, Fiction, Retellings, Fairies, Fae, Fantasy, Magic, Young Adult, Young Adult Fantasy, Fantasy, Paranormal","Lincoln Award Nominee (2017), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2015)",2,nan,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.076086956521738,5.926094227133927
445,445,445,https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,394535.0,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,23839,277,4.16,10252,114089,351,1985.0,False,"Fiction, Historical, Historical Fiction, Westerns, Classics, Literature, Novels, Literature, American, Horror, Historical, Literary Fiction",nan,0,"Mexico, Texas",True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.91304347826087,5.763050748873058
446,446,446,https://www.goodreads.com/book/show/285092.High_Fidelity,285092.0,High Fidelity,Nick Hornby,23833,297,3.93,6130,179020,340,1995.0,False,"Fiction, Music, Contemporary, Humor, Romance, Novels, European Literature, British Literature, Literature, Humor, Comedy, Adult Fiction",nan,0,"London, England",True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.163043478260871,5.013050748873058
447,447,447,https://www.goodreads.com/book/show/249747.Artemis_Fowl,249747.0,Artemis Fowl,Eoin Colfer,23807,310,3.85,12227,518095,396,2001.0,True,"Fantasy, Young Adult, Fiction, Childrens, Middle Grade, Childrens, Adventure, Science Fiction, Fantasy, Magic, Fantasy, Urban Fantasy, Audiobook","Garden State Book Award for Fiction (Grades 6-8) (2004), Massachusetts Children's Book Award (2003), Blue Hen Book Award for Chapter Book (2003), Rhode Island Teen Book Award Nominee (2002), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2004)",5,"Dublin, Ho Chi Minh City, Haven City (Underground - Earth), Martina Franca, Southeast Coast of Ireland (location undisclosed)",True,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.9021739130434785,4.752181183655665
448,448,448,https://www.goodreads.com/book/show/30528544,30528544.0,العصبي,أحمد جمال الدين رمضان,23756,244,4.55,149,2205,165,2016.0,False,"Short Stories, Fiction, Literature, Anthologies, Northern Africa, Egypt",nan,0,nan,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.184782608695652,7.034789879307839
449,449,449,https://www.goodreads.com/book/show/19302.Pippi_Longstocking,19302.0,Pippi Longstocking,Astrid Lindgren,23641,343,4.13,3997,175467,160,1945.0,True,"Classics, Childrens, Fiction, Childrens, Middle Grade, Young Adult, Fantasy, Humor, Adventure, Childrens, Juvenile, European Literature, Swedish Literature",Lewis Carroll Shelf Award (1973),1,Sweden,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.815217391304348,5.665224661916535
450,450,450,https://www.goodreads.com/book/show/33600.Shantaram,33600.0,Shantaram,Gregory David Roberts,23624,268,4.24,13932,180650,936,2003.0,True,"Fiction, Cultural, India, Travel, Adventure, Contemporary, Novels, Historical, Historical Fiction, Cultural, Asia, Unfinished, Mystery, Crime",Commonwealth Writers' Prize Nominee for Best First Book (the Pacific Region) (2004),1,"Bombay, Afghanistan, Australia, India",True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.173913043478262,6.023920314090448
451,451,451,https://www.goodreads.com/book/show/30528535,30528535.0,انتحار فاشل,أحمد جمال الدين رمضان,23611,242,4.54,200,2548,175,2016.0,False,"Short Stories, Fiction, Literature, Anthologies, Northern Africa, Egypt, Novels, Anthologies, Collections",nan,0,nan,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.152173913043478,7.002181183655665
452,452,452,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,3950967.0,The Tales of Beedle the Bard,J.K. Rowling,23188,332,4.05,15949,430912,109,2008.0,False,"Fantasy, Fiction, Young Adult, Short Stories, Childrens, Fantasy, Magic, Childrens, Middle Grade, Fantasy, Fairy Tales, Audiobook, Science Fiction Fantasy",Locus Award Nominee for Art Book (2019),1,United Kingdom,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.554347826086957,5.404355096699143
453,453,453,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,18114322.0,The Grapes of Wrath,John Steinbeck,22871,308,3.98,18118,778765,479,1939.0,False,"Classics, Fiction, Historical, Historical Fiction, Literature, Novels, Academic, School, Literature, American, Historical, Classics, Classic Literature, Young Adult, High School","Pulitzer Prize for Novel (1940), National Book Award for Fiction (1939), California Book Award for General Literature (Silver) (1939), Audie Award for Classic (1999)",4,"Oklahoma, California, United States of America",True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.326086956521739,5.176094227133926
454,454,454,https://www.goodreads.com/book/show/101299.The_Reader,101299.0,The Reader,Bernhard Schlink,22860,324,3.76,10551,176932,216,1995.0,False,"Fiction, Historical, Historical Fiction, Classics, European Literature, German Literature, World War II, Holocaust, Romance, Historical, Cultural, Germany, War, War, World War II","Los Angeles Times Book Prize Nominee for Fiction (1997), Exclusive Books Boeke Prize (1999), Prix des libraires du Québec for Lauréats hors Québec (1997), Prix Laure Bataillon (1997), Premio Grinzane Cavour Nominee for Narrativa Straniera (1997), Ελληνο-γερμανικό Βραβείο Μετάφρασης for Ιάκωβος Κοπερτί (2000), International Dublin Literary Award Nominee for Shortlist (1999)",7,Germany,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.608695652173913,4.458702922786099
455,455,455,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,10956.0,The Virgin Suicides,Jeffrey Eugenides,22856,300,3.83,9974,239826,250,1993.0,False,"Fiction, Contemporary, Classics, Young Adult, Literary Fiction, Young Adult, Coming Of Age, Novels, Literature, Adult Fiction, Adult",nan,0,Michigan,True,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.836956521739132,4.686963792351317
456,456,456,https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,397483.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,22760,295,3.98,33973,559174,447,2003.0,False,"Nonfiction, History, Crime, True Crime, Mystery, Crime, Historical, Mystery, Audiobook, North American Hi..., American History, Biography, Book Club","International Horror Guild Award for Nonfiction (2003), Book Sense Book of the Year Award Nominee (2004), Great Lakes Book Award Nominee for Nonfiction Shortlist (2003), Edgar Award for Best Fact Crime (2004), Washington State Book Award (2004), Pacific Northwest Booksellers Association Award (2004), National Book Award Finalist for Nonfiction (2003), CWA Gold Dagger Award (2003)",8,"Chicago, Illinois, Illinois",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,7.326086956521739,5.176094227133926
457,457,457,https://www.goodreads.com/book/show/14866.Nineteen_Minutes,14866.0,Nineteen Minutes,Jodi Picoult,22738,288,4.13,16227,310744,440,2007.0,False,"Fiction, Contemporary, Womens Fiction, Chick Lit, Adult, Adult Fiction, Drama, Young Adult, Realistic Fiction, Mystery, Mystery, Crime","Iowa High School Book Award (2010), Lincoln Award Nominee (2010), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)",3,New Hampshire,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,7.815217391304348,5.665224661916535
458,458,458,https://www.goodreads.com/book/show/1656001.The_Host,1656001.0,The Host,Stephenie Meyer,22619,281,3.84,41854,925780,619,2008.0,True,"Young Adult, Science Fiction, Fantasy, Romance, Fiction, Science Fiction, Dystopia, Fantasy, Paranormal, Science Fiction, Aliens, Adult, Romance, Paranormal Romance",nan,0,Arizona,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6.869565217391305,4.719572488003491
459,459,459,https://www.goodreads.com/book/show/656.War_and_Peace,656.0,War and Peace,Leo Tolstoy,22526,275,4.12,12341,276195,1392,1865.0,True,"Classics, Fiction, Historical, Historical Fiction, Cultural, Russia, Literature, Literature, Russian Literature, War, Novels, Historical, Literature, 19th Century",nan,0,"Russia, Slavkov u Brna (Austerlitz), Saint Petersburg, Olomuc (Olmütz), Moscow",True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.782608695652174,5.632615966264361
460,460,460,https://www.goodreads.com/book/show/20613470-heir-of-fire,20613470.0,Heir of Fire,Sarah J. Maas,22494,260,4.46,27018,328732,565,2014.0,True,"Fantasy, Young Adult, Romance, Fantasy, Magic, Young Adult, Young Adult Fantasy, Fiction, Fairies, Fae, New Adult, Fantasy, High Fantasy, Adventure",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2014),1,"Rifthold, Adarlan, Wendlyn",True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.891304347826088,6.741311618438274
461,461,461,https://www.goodreads.com/book/show/11422.Redeeming_Love,11422.0,Redeeming Love,Francine Rivers,22263,253,4.5,12356,224727,479,1991.0,False,"Christian Fiction, Christian, Fiction, Romance, Historical, Historical Fiction, Historical, Romance, Historical Romance, Adult, Religion, Faith, Romance, Christian Romance",nan,0,California,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.021739130434783,6.87174640104697
462,462,462,https://www.goodreads.com/book/show/676924.Betrayed,676924.0,Betrayed,P.C. Cast,22238,288,3.92,5574,249680,310,2007.0,True,"Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance, Fiction, Fantasy, Supernatural, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Fantasy, Magic",nan,0,"Tulsa, Oklahoma, Oklahoma",True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7.130434782608696,4.980442053220883
463,463,463,https://www.goodreads.com/book/show/6411961-the-lost-symbol,6411961.0,The Lost Symbol,Dan Brown,22170,286,3.72,27591,542644,509,2009.0,True,"Fiction, Mystery, Thriller, Thriller, Mystery Thriller, Suspense, Adventure, Historical, Historical Fiction, Mystery, Crime, Novels, Adult","Goodreads Choice Award Nominee for Favorite Book, Fiction & Mystery/Thriller (2009), LovelyBooks Leserpreis Nominee for Krimi (2009)",3,"Washington, D.C.",True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.478260869565219,4.328268140177405
464,464,464,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,53835.0,The Age of Innocence,Edith Wharton,22147,310,3.95,7277,144376,293,1920.0,False,"Classics, Fiction, Historical, Historical Fiction, Romance, Literature, Literature, American, Historical, Novels, New York, Literature, 20th Century",Pulitzer Prize for Novel (1921),1,"New York City, New York, New York City's Upper East Side",True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.228260869565218,5.078268140177405
465,465,465,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,17716.0,Waiting for Godot,Samuel Beckett,22016,294,3.83,5999,168558,109,1952.0,False,"Plays, Classics, Fiction, Drama, Plays, Theatre, Literature, Philosophy, Academic, School, European Literature, Irish Literature, Cultural, France",nan,0,nan,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.836956521739132,4.686963792351317
466,466,466,https://www.goodreads.com/book/show/50398.Northanger_Abbey,50398.0,Northanger Abbey,Jane Austen,21955,323,3.83,13893,317930,251,1818.0,False,"Classics, Fiction, Romance, Historical, Historical Fiction, Gothic, Literature, Literature, 19th Century, Historical, European Literature, British Literature, Classics, Classic Literature",nan,0,"Bath, Somerset, England, England, United Kingdom, Somerset, England, Gloucestershire, England",True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.836956521739132,4.686963792351317
467,467,467,https://www.goodreads.com/book/show/42900.Lover_Awakened,42900.0,Lover Awakened,J.R. Ward,21623,262,4.44,7093,165715,434,2006.0,True,"Romance, Fantasy, Paranormal, Romance, Paranormal Romance, Paranormal, Vampires, Fantasy, Fantasy, Urban Fantasy, Adult, Fiction, Adult Fiction, Erotica, Fantasy, Supernatural","All About Romance (AAR) Annual Reader Poll for Best Romance & Best Paranormal & Most Tortured Hero & Strongest Heroine & Best Villain & Most-Hanky Read  & Honorable Mention for Best Couple (2007), Romantic Times Reviewers' Choice Award (RT Award) for Vampire Romance (2006)",2,"Caldwell, New York",True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8.826086956521742,6.676094227133928
468,468,468,https://www.goodreads.com/book/show/17167166-crown-of-midnight,17167166.0,Crown of Midnight,Sarah J. Maas,21577,256,4.39,31313,393925,420,2013.0,True,"Fantasy, Young Adult, Romance, Fantasy, Magic, Young Adult, Young Adult Fantasy, Fiction, Fantasy, High Fantasy, New Adult, Fairies, Fae, Adventure",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013),1,"Rifthold, Adarlan",True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.66304347826087,6.513050748873056
469,469,469,https://www.goodreads.com/book/show/11012.Dubliners,11012.0,Dubliners,James Joyce,21565,306,3.85,6208,128020,207,1914.0,False,"Classics, Fiction, Short Stories, Cultural, Ireland, Literature, European Literature, Irish Literature, Literature, 20th Century, Academic, School, Literary Fiction, Historical, Historical Fiction",nan,0,"Dublin, Ireland",True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.9021739130434785,4.752181183655665
470,470,470,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,140225.0,The Voyage of the Dawn Treader,C.S. Lewis,21539,312,4.08,7439,412329,248,1952.0,True,"Fantasy, Fiction, Classics, Young Adult, Childrens, Adventure, Christian, Childrens, Middle Grade, Christian Fiction, Science Fiction Fantasy",nan,0,nan,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6521739130434785,5.502181183655666
471,471,471,https://www.goodreads.com/book/show/6088007-neuromancer,6088007.0,Neuromancer,William Gibson,21472,266,3.9,10160,273032,292,1984.0,True,"Science Fiction, Fiction, Science Fiction, Cyberpunk, Classics, Science Fiction Fantasy, Science Fiction, Dystopia, Fantasy, Novels, Speculative Fiction, Audiobook","Hugo Award for Best Novel (1985), Nebula Award for Best Novel (1984), Locus Award Nominee for Best First Novel and Best SF Novel (1985), British Science Fiction Association Award Nominee for Best Novel (1984), Philip K. Dick Award (1985), John W. Campbell Memorial Award Nominee (1985), Ditmar Award for Best International Long Fiction (1985), SF Chronicle Award for Novel (1985), Tähtivaeltaja Award (1992), Prix Aurora Award Nominee (1985), Seiun Award 星雲賞 for Best Translated Long Story (1987)",11,"Chiba, Tokyo",True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.065217391304348,4.915224661916534
472,472,472,https://www.goodreads.com/book/show/18635016-the-one,18635016.0,The One,Kiera Cass,21390,254,4.19,30754,431807,323,2014.0,True,"Young Adult, Romance, Science Fiction, Dystopia, Fantasy, Fiction, Science Fiction, Audiobook, Young Adult, Teen, Womens Fiction, Chick Lit, Young Adult, Young Adult Fantasy",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2014),1,Illèa,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,8.010869565217392,5.860876835829579
473,473,473,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,137791.0,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,21262,314,3.83,4405,529552,383,1996.0,True,"Fiction, Womens Fiction, Chick Lit, Contemporary, Adult Fiction, American, Southern, Adult, Historical, Historical Fiction, Humor, Novels, Womens","Orange Prize Nominee for Fiction Shortlist (2000), American Booksellers Book Of The Year  Award for Adult Trade (1999)",2,United States of America,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,6.836956521739132,4.686963792351317
474,474,474,https://www.goodreads.com/book/show/34080.The_Waste_Land,34080.0,The Waste Land,T.S. Eliot,21130,295,4.09,1205,45532,320,1922.0,False,"Poetry, Classics, Fiction, Literature, Literature, 20th Century, Literature, American, Academic, School, European Literature, British Literature, Academic, College, Literature, English Literature",nan,0,nan,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,7.684782608695652,5.534789879307839
475,475,475,https://www.goodreads.com/book/show/2866718-untamed,2866718.0,Untamed,P.C. Cast,21098,273,3.94,3677,222514,338,2008.0,True,"Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance, Fiction, Fantasy, Supernatural, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Fantasy, Magic",nan,0,"United States of America, Tulsa, Oklahoma",True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7.195652173913044,5.0456594445252305
476,476,476,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,13214.0,I Know Why the Caged Bird Sings,Maya Angelou,21031,301,4.25,11888,436283,289,1969.0,True,"Nonfiction, Classics, Autobiography, Memoir, Biography, Biography, Autobiography, Poetry, Feminism, Cultural, African American, Biography Memoir, Race",Coretta Scott King Book Award for Author Honor (1971),1,"Arkansas, Louisiana, California, Missouri",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,8.206521739130434,6.056529009742622
477,477,477,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,10664113.0,A Dance with Dragons,George R.R. Martin,20989,277,4.32,22544,576935,1125,2011.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Science Fiction Fantasy, Fantasy, High Fantasy, Fantasy, Dragons, Adult, Adventure, Audiobook, Epic","Hugo Award Nominee for Best Novel (2012), Locus Award for Best Fantasy Novel (2012), World Fantasy Award Nominee for Best Novel (2012), SFX Award for Best Novel (2012), British Fantasy Award Nominee for Best Novel (2012), Goodreads Choice Award for Fantasy and Nominee for Favorite Book (2011) and Nominee for Best of the Best  (2018)",6,nan,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.434782608695652,6.28478987930784
478,478,478,https://www.goodreads.com/book/show/256566.Everything_Is_Illuminated,256566.0,Everything Is Illuminated,Jonathan Safran Foer,20972,258,3.89,7962,169751,276,2002.0,False,"Fiction, Historical, Historical Fiction, Contemporary, Novels, Literature, Literary Fiction, World War II, Holocaust, Magical Realism, Literature, Jewish, Historical","New York Public Library Young Lions Fiction Award (2003), Guardian First Book Award (2002), PEN/Robert W. Bingham Prize (2004), William Saroyan International Prize for Writing for Fiction (2003), Corine Internationaler Buchpreis for Rolf Heyne Buchpreis (2003)",5,"Ukraine, Trochenbrod, Odessa, Lviv",True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.032608695652175,4.882615966264362
479,479,479,https://www.goodreads.com/book/show/10592.Carrie,10592.0,Carrie,Stephen King,20835,301,3.97,15398,549519,253,1974.0,False,"Horror, Fiction, Thriller, Fantasy, Fantasy, Paranormal, Classics, Fantasy, Supernatural, Adult, Novels, Audiobook",nan,0,"Chamberlain, Maine",True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.293478260869566,5.143485531481753
480,480,480,https://www.goodreads.com/book/show/41804.I_Robot,41804.0,"I, Robot",Isaac Asimov,20608,284,4.2,7206,288265,224,1950.0,True,"Science Fiction, Fiction, Classics, Short Stories, Science Fiction Fantasy, Science Fiction, Robots, Fantasy, Audiobook, Novels, Speculative Fiction",nan,0,nan,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.043478260869566,5.893485531481754
481,481,481,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,59716.0,To the Lighthouse,Virginia Woolf,20525,278,3.78,8191,141622,209,1927.0,False,"Classics, Fiction, Literature, Novels, European Literature, British Literature, Literature, 20th Century, Feminism, Literary Fiction, Academic, School, Literature, English Literature",Femina - Vie Heureuse Prize (1928),1,"Isle of Skye, Scotland",True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,6.67391304347826,4.523920314090447
482,482,482,https://www.goodreads.com/book/show/5308.The_Pearl,5308.0,The Pearl,John Steinbeck,20477,320,3.49,9028,194971,96,1947.0,False,"Classics, Fiction, Literature, Academic, School, Historical, Historical Fiction, Novels, Academic, Read For School, Literature, American, Classics, Classic Literature, Novella",nan,0,"Nayarit, The Gulf, La Paz, Santa Rosalia, Loreto, Baja California Sur",True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.728260869565219,3.5782681401774052
483,484,484,https://www.goodreads.com/book/show/690926.The_Twilight_Collection,690926.0,The Twilight Collection,Stephenie Meyer,20329,261,3.8,1155,44237,1690,2007.0,True,"Young Adult, Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy, Paranormal, Romance, Paranormal Romance, Fantasy, Supernatural, Young Adult, Teen, Fantasy, Urban Fantasy",nan,0,"Forks, Washington",True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,6.739130434782608,4.589137705394795
