,url,book_id,title,author,good_read_score,good_read_votes,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,award_count,place,Fiction,Fantasy,Classics,Young Adult,Novels,Literature,Romance,Historical,Historical Fiction,Audiobook,Adult,Adventure,Contemporary,Science Fiction,Childrens,Mystery,Cultural,Academic,Paranormal,School,Science Fiction Fantasy,Adult Fiction,Magic,European Literature,Literary Fiction,Urban Fantasy,Drama,Middle Grade,American,Thriller,Supernatural,Dystopia,Horror,Philosophy,Classic Literature,Humor,Teen,Paranormal Romance,Nonfiction,Vampires,Crime,Realistic Fiction,Chick Lit,Womens Fiction,20th Century,British Literature,Young Adult Fantasy,War,Poetry,High Fantasy
800,https://www.goodreads.com/book/show/186190.Forrest_Gump,186190,Forrest Gump,Winston Groom,9325,148,4.05,2501.0,61226.0,248.0,1986.0,True,"Fiction, Humor, Historical, Historical Fiction, Classics, Media Tie In, Novels, Drama, Contemporary, Historical, Adventure",,0,United States of America,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,https://www.goodreads.com/book/show/386372.Mort,386372,Mort,Terry Pratchett,9316,125,4.21,5376.0,208843.0,243.0,1987.0,True,"Fantasy, Fiction, Humor, Humor, Comedy, Science Fiction Fantasy, Audiobook, Young Adult, Novels, Fantasy, Magic, Adventure",Margaret A. Edwards Award (2011),1,,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802,https://www.goodreads.com/book/show/48328.Revolutionary_Road,48328,Revolutionary Road,Richard Yates,9311,121,3.9,6834.0,82265.0,355.0,1961.0,False,"Fiction, Classics, Historical, Historical Fiction, Novels, Literature, American, Literature, Literary Fiction, Contemporary, Literature, 20th Century, Classics, Modern Classics",National Book Award Finalist for Fiction (1962),1,Connecticut,True,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
803,https://www.goodreads.com/book/show/10569.On_Writing,10569,On Writing: A Memoir of the Craft,Stephen King,9290,127,4.32,18585.0,236289.0,320.0,2000.0,False,"Nonfiction, Language, Writing, Autobiography, Memoir, Biography, Reference, Biography, Autobiography, Audiobook, Biography Memoir, Writing, Books About Books, Self Help","Bram Stoker Award for Best Non-Fiction (2000), Locus Award for Best Non-Fiction (2001), Puddly Award for Writing (2001)",3,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
804,https://www.goodreads.com/book/show/42697.Exodus,42697,Exodus,Leon Uris,9275,147,4.33,1830.0,93053.0,608.0,1958.0,False,"Historical, Historical Fiction, Fiction, Classics, Historical, Cultural, Israel, Literature, Jewish, War, Novels, World War II, Holocaust, Literature",National Jewish Book Award for Fiction (1959),1,"Israel, Cyprus",True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
805,https://www.goodreads.com/book/show/5246.Ethan_Frome,5246,Ethan Frome,Edith Wharton,9257,136,3.42,5692.0,113051.0,99.0,1911.0,False,"Classics, Fiction, Literature, Academic, School, Romance, Historical, Historical Fiction, Literature, American, Novels, Young Adult, High School, Classics, Classic Literature",,0,"Starkfield, Massachusetts, New England, Massachusetts",True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806,https://www.goodreads.com/book/show/40941582,40941582,گم شده ای در مه,سید مرتضی مصطفوی,9249,94,4.03,225.0,895.0,82.0,2016.0,False,"Fiction, Philosophy, Spirituality",,0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,54479,Around the World in Eighty Days,Jules Verne,9218,146,3.94,7362.0,194325.0,252.0,1872.0,False,"Classics, Fiction, Adventure, Science Fiction, Cultural, France, Travel, Fantasy, Literature, Historical, Historical Fiction, Novels",Audie Award for Classic (2006),1,"Suez Canal, Bombay, Calcutta, Hong Kong, Yokohama, San Francisco Bay, California, New York State, Liverpool, England, Singapore City, London, England",True,True,True,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,18705209,The Blood of Olympus,Rick Riordan,9215,121,4.41,16329.0,222902.0,516.0,2014.0,True,"Fantasy, Fantasy, Mythology, Young Adult, Childrens, Middle Grade, Fiction, Adventure, Mythology, Greek Mythology, Childrens, Fantasy, Urban Fantasy, Romance",Goodreads Choice Award for Middle Grade & Children's (2014),1,"Ithaca, Pompeii, Olympus, Évora, Long Island, New York, Pylos, Sparta, San Juan, Buford, South Carolina, Delos, Cyclades, Athens",True,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809,https://www.goodreads.com/book/show/40389231-cold-sassy-tree,40389231,Cold Sassy Tree,Olive Ann Burns,9196,132,4.01,4092.0,98868.0,405.0,1984.0,False,"Fiction, Historical, Historical Fiction, Classics, American, Southern, Historical, Adult Fiction, Young Adult, Coming Of Age, Adult, Young Adult, Audiobook",,0,Georgia,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810,https://www.goodreads.com/book/show/334176.The_Sparrow,334176,The Sparrow,Mary Doria Russell,9193,112,4.12,7504.0,67610.0,516.0,1996.0,True,"Science Fiction, Fiction, Fantasy, Religion, Science Fiction Fantasy, Speculative Fiction, Science Fiction, Aliens, Adult, Book Club, Novels","Arthur C. Clarke Award (1998), Kurd-Laßwitz-Preis for Foreign Novel (2001), British Science Fiction Association Award for Best Novel (1997), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1997), James Tiptree Jr. Award (1996), Puddly Award for Science Fiction (2001)",6,"Borgo Santo Spirito, Rome, Arecibo, Naples, San Juan, Rakhat",True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811,https://www.goodreads.com/book/show/298275.Nausea,298275,Nausea,Jean-Paul Sartre,9183,120,3.92,3392.0,91956.0,178.0,1938.0,False,"Philosophy, Fiction, Classics, Cultural, France, Literature, European Literature, French Literature, Novels, Literature, 20th Century, Nobel Prize, Unfinished",Grand Prix des meilleurs romans du demi-siècle Nominee (1950),1,,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
812,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,83674,The Bridges of Madison County,Robert James Waller,9145,144,3.63,4655.0,84853.0,224.0,1992.0,False,"Fiction, Romance, Classics, Womens Fiction, Chick Lit, Contemporary, Novels, Adult Fiction, Adult, Drama, Historical, Historical Fiction","American Booksellers Book Of The Year  Award for Adult Trade (1993), Audie Award for Romance (2015)",2,"Madison County, Iowa",True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
813,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,8695,The Restaurant at the End of the Universe,Douglas Adams,9144,133,4.21,6201.0,242915.0,250.0,1980.0,True,"Science Fiction, Fiction, Humor, Fantasy, Humor, Comedy, Classics, Science Fiction Fantasy, Audiobook, Adventure, Novels",,0,"Frogstar World B, Earth",True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,9127,134,4.13,11225.0,567613.0,372.0,1988.0,False,"Self Help, Nonfiction, Business, Self Help, Personal Development, Psychology, Leadership, Productivity, Business, Management, Audiobook, Philosophy",,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
815,https://www.goodreads.com/book/show/6050298-dreamfever,6050298,Dreamfever,Karen Marie Moning,9111,115,4.39,4880.0,93834.0,386.0,2009.0,True,"Fantasy, Urban Fantasy, Fantasy, Fantasy, Paranormal, Romance, Fairies, Fae, Romance, Paranormal Romance, Adult, Fiction, Fantasy, Magic, Fantasy, Supernatural",,0,Dublin,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
816,https://www.goodreads.com/book/show/1848.Wild_Swans,1848,Wild Swans: Three Daughters of China,Jung Chang,9094,124,4.24,5992.0,97782.0,562.0,1991.0,False,"Nonfiction, History, Cultural, China, Biography, Autobiography, Memoir, Cultural, Asia, Historical, Biography, Autobiography, Biography Memoir, Literature, Asian Literature","NCR Book Award (1992), British Book Award (1993)",2,China,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
817,https://www.goodreads.com/book/show/3407877-the-forgotten-garden,3407877,The Forgotten Garden,Kate Morton,9087,115,4.13,18864.0,199073.0,648.0,2008.0,False,"Fiction, Historical, Historical Fiction, Mystery, Historical, Cultural, Australia, Romance, Adult Fiction, Adult, European Literature, British Literature, Book Club","Australian Book Industry Award (ABIA) for General Fiction (2009), 本屋大賞 Nominee for Translated Fiction (2012)",2,"Australia, Cornwall, England, London, England",True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
818,https://www.goodreads.com/book/show/36336078-call-me-by-your-name,36336078,Call Me By Your Name,André Aciman,9078,95,4.21,24578.0,253214.0,248.0,2007.0,True,"Fiction, Romance, LGBT, Contemporary, GLBT, Queer, Audiobook, Adult, LGBT, Gay, Young Adult, Coming Of Age, Young Adult",,0,"Italy, Italian Riviera, Liguria",True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,https://www.goodreads.com/book/show/10140661-gabriel-s-inferno,10140661,Gabriel's Inferno,Sylvain Reynard,9066,105,4.0,8369.0,147368.0,506.0,2011.0,True,"Romance, Romance, Contemporary Romance, Contemporary, Adult Fiction, Erotica, Adult, New Adult, Academic, College, Fiction, Romance, Erotic Romance, Womens Fiction, Chick Lit",Goodreads Choice Award Nominee for Romance and for Goodreads Author (2011),1,"Toronto, Ontario, Florence, Selinsgrove, Pennsylvania",True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
820,https://www.goodreads.com/book/show/24765.Specials,24765,Specials,Scott Westerfeld,9063,127,3.76,8010.0,174836.0,384.0,2006.0,True,"Young Adult, Science Fiction, Dystopia, Science Fiction, Fiction, Fantasy, Romance, Young Adult, Teen, Adventure, Apocalyptic, Post Apocalyptic, Futuristic",,0,,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
821,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,16151178,The Sea of Tranquility,Katja Millay,8989,103,4.31,9771.0,79481.0,426.0,2012.0,False,"Young Adult, Romance, Contemporary, New Adult, Fiction, Romance, Contemporary Romance, Sociology, Abuse, Realistic Fiction, Young Adult, High School, Drama","ALA Alex Award (2014), Goodreads Choice Award Nominee for Young Adult Fiction (2012)",2,Florida,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
822,https://www.goodreads.com/book/show/8709523-the-golden-lily,8709523,The Golden Lily,Richelle Mead,8962,120,4.29,6477.0,113108.0,418.0,2012.0,True,"Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy, Fantasy, Magic, Fantasy, Supernatural, Romance, Paranormal Romance, Fiction",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012),1,"Palm Springs, California",True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
823,https://www.goodreads.com/book/show/140079.Definitely_Dead,140079,Definitely Dead,Charlaine Harris,8951,131,4.0,4048.0,197665.0,324.0,2006.0,True,"Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Urban Fantasy, Fiction, Romance, Mystery, Romance, Paranormal Romance, Fantasy, Supernatural, Adult",,0,,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
824,https://www.goodreads.com/book/show/2595138-the-gargoyle,2595138,The Gargoyle,Andrew Davidson,8936,109,3.94,5596.0,47100.0,468.0,2008.0,False,"Fiction, Fantasy, Historical, Historical Fiction, Romance, Historical, Contemporary, Gothic, Adult, Magical Realism, Fantasy, Paranormal","Sunburst Award for Canadian Novel (2009), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)",2,"North America, Germany, Japan, England, Italy, Iceland",True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825,https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire,11768,The Hotel New Hampshire,John Irving,8927,127,3.91,1743.0,59523.0,520.0,1981.0,False,"Fiction, Contemporary, Literature, Novels, Literary Fiction, Classics, Literature, American, Humor, The United States Of America, Adult Fiction",National Book Award Finalist for Fiction (Hardcover) (1982),1,"New Hampshire, Vienna, New York City, New York",True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826,https://www.goodreads.com/book/show/5091.The_Dark_Tower,5091,The Dark Tower,Stephen King,8919,121,4.24,6009.0,155569.0,1050.0,2004.0,True,"Fantasy, Fiction, Horror, Science Fiction, Adventure, Westerns, Science Fiction Fantasy, Audiobook, Young Adult, Epic",British Fantasy Award for Best Novel (2005),1,,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,13928,Daughter of the Forest,Juliet Marillier,8911,106,4.23,4337.0,59923.0,554.0,1999.0,True,"Fantasy, Romance, Fiction, Historical, Historical Fiction, Young Adult, Fantasy, Fairy Tales, Historical, Fantasy, Magic, Retellings, Adult","Locus Award Nominee for Best First Novel (2001), ALA Alex Award (2001), Aurealis Award Nominee for Fantasy Novel (1999)",3,,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,https://www.goodreads.com/book/show/29946.Illusions,29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,8895,114,4.14,2369.0,58520.0,144.0,1977.0,True,"Fiction, Philosophy, Spirituality, Fantasy, Classics, Religion, Inspirational, Literature, Novels, Self Help",National Book Award Finalist for Religion/Inspiration (Paperback) (1980),1,,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829,https://www.goodreads.com/book/show/21671.Mystic_River,21671,Mystic River,Dennis Lehane,8853,128,4.15,3889.0,136554.0,416.0,2001.0,False,"Mystery, Fiction, Thriller, Mystery, Crime, Thriller, Mystery Thriller, Suspense, Drama, Novels, Contemporary, Adult","Barry Award for Best Novel (2002), Macavity Award Nominee for Best Mystery Novel (2002), Anthony Award for Best Novel (2002), Hammett Prize Nominee (2001), Dilys Award (2002), Massachusetts Book Award for Fiction (2002), Deutscher Krimi Preis for 3. Platz International (2003), Prix des libraires du Québec for Lauréats hors Québec (2003)",8,"Boston, Massachusetts",True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
