url,book_id,title,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,,A Prayer for Owen Meany,John Irving,4.23,292064,292064,637,1989.0,False,"Fiction, Classics, Contemporary, Literature, Novels, Literary Fiction, Historical, Historical Fiction, Young Adult, Coming Of Age, Adult Fiction, Literature, American","(0, nan)","Gravesend, New Hampshire, Toronto, Ontario"
https://www.goodreads.com/book/show/153747.Moby_Dick_or_the_Whale,,"Moby-Dick or, the Whale",Herman Melville,3.51,491914,491914,654,1851.0,False,"Classics, Fiction, Literature, Adventure, Novels, Historical, Historical Fiction, Literature, American, Literature, 19th Century, Classics, Classic Literature, Audiobook","(2, 'Audie Award for Solo Narration - Male (2006), Премія імені Максима Рильського (1991)')","Nantucket Island, Massachusetts, Pacific Ocean, Atlantic Ocean, New Bedford, Massachusetts"
https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,,Harry Potter and the Goblet of Fire,J.K. Rowling,4.56,2749535,2749535,734,2000.0,True,"Fantasy, Young Adult, Fiction, Fantasy, Magic, Childrens, Adventure, Childrens, Middle Grade, Audiobook, Classics, Science Fiction Fantasy","(9, ""Hugo Award for Best Novel (2001), Mythopoeic Fantasy Award for Children's Literature (2008), Publieksprijs voor het Nederlandse Boek (2001), Audie Award for Solo Narration - Male (2001), West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2001), Golden Archer Award for Middle/Junior High (2002), Indian Paintbrush Book Award (2002), Deutscher Bücherpreis for Publikumspreis, Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2001)"")","Hogwarts School of Witchcraft and Wizardry, Scotland, United Kingdom"
https://www.goodreads.com/book/show/4989.The_Red_Tent,,The Red Tent,Anita Diamant,4.18,534227,534227,324,1997.0,False,"Historical, Historical Fiction, Fiction, Historical, Religion, Book Club, Feminism, Adult, Adult Fiction, Womens, Novels","(2, ""Book Sense Book of the Year Award for Adult Fiction (2001), Boston Author's Club Award (1998)"")",
https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,,The Secret Life of Bees,Sue Monk Kidd,4.06,1149391,1149391,302,2001.0,False,"Fiction, Historical, Historical Fiction, Young Adult, Classics, Adult Fiction, Historical, Contemporary, Adult, Young Adult, Coming Of Age, Novels","(5, 'Orange Prize Nominee for Fiction Longlist (2002), Book Sense Book of the Year Award for Paperback (2004), Lincoln Award Nominee (2005), Missouri Gateway Readers Award Nominee (2005), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)')","United States of America, South Carolina, Tiburon, South Carolina"
https://www.goodreads.com/book/show/7171637-clockwork-angel,,Clockwork Angel,Cassandra Clare,4.31,709426,709426,479,,True,"Fantasy, Young Adult, Romance, Fantasy, Paranormal, Science Fiction, Steampunk, Historical, Historical Fiction, Fiction, Fantasy, Urban Fantasy, Paranormal, Vampires, Paranormal, Angels","(8, ""RITA Award by Romance Writers of America Nominee for Young Adult Romance (2011), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2010), The Inky Awards for Silver Inky (2011), Lincoln Award Nominee (2013), Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book and for Goodreads Author (2010), The Inky Awards Shortlist for Silver Inky (2011), Oklahoma Sequoyah Award for High School (2013), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2010)"")","London, England"
https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,,Harry Potter and the Half-Blood Prince,J.K. Rowling,4.57,2575020,2575020,652,2005.0,True,"Fantasy, Young Adult, Fiction, Fantasy, Magic, Childrens, Adventure, Audiobook, Childrens, Middle Grade, Classics, Science Fiction Fantasy","(3, 'Locus Award Nominee for Best Young Adult Novel (2006), Audie Award for Audiobook of the Year (2006), British Book of the Year (2006)')","Hogwarts School of Witchcraft and Wizardry, England"
https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,,And Then There Were None,Agatha Christie,4.26,901772,901772,264,1939.0,False,"Mystery, Classics, Fiction, Mystery, Crime, Thriller, Thriller, Mystery Thriller, Audiobook, Adult, Suspense, Novels","(0, nan)","United Kingdom, Devon Coast, England, Devon, England"
https://www.goodreads.com/book/show/49552.The_Stranger,,The Stranger,Albert Camus,3.99,755376,755376,123,1942.0,False,"Classics, Fiction, Philosophy, Cultural, France, Literature, Novels, European Literature, French Literature, Academic, School, Literature, 20th Century, Literary Fiction","(1, 'PEN Translation Prize for Matthew Ward (1989)')",Algeria
https://www.goodreads.com/book/show/2187.Middlesex,,Middlesex,Jeffrey Eugenides,4.01,593828,593828,529,2002.0,False,"Fiction, Historical, Historical Fiction, Contemporary, LGBT, Literary Fiction, Novels, Classics, Literature, GLBT, Queer, Adult","(5, 'Pulitzer Prize for Fiction (2003), James Tait Black Memorial Prize Nominee for Fiction (2003), Ambassador Book Award for Fiction (2003), Audie Award for Fiction, Unabridged (2003), National Book Critics Circle Award Nominee for Fiction (2002)')","Bursa, Izmir, Detroit, Michigan, Berlin"
https://www.goodreads.com/book/show/11588.The_Shining,,The Shining,Stephen King,4.24,1182729,1182729,659,1977.0,True,"Horror, Fiction, Thriller, Classics, Fantasy, Mystery, Fantasy, Paranormal, Suspense, Novels, Adult","(2, 'Locus Award Nominee for Best Fantasy Novel (1978), Gandalf Award Nominee (1978)')",Colorado
https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,,The Master and Margarita,Mikhail Bulgakov,4.29,259878,259878,372,1967.0,False,"Classics, Fiction, Cultural, Russia, Fantasy, Literature, Russian Literature, Magical Realism, Literature, Novels, Historical, Historical Fiction, Literature, 20th Century","(0, nan)","Moscow, Russia, Jerusalem"
https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,,The Name of the Wind,Patrick Rothfuss,4.52,759965,759965,662,2007.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Fantasy, High Fantasy, Fantasy, Magic, Science Fiction Fantasy, Adult, Adventure, Audiobook, Epic","(8, ""Locus Award Nominee for Best First Novel and Best Fantasy Novel (2008), Compton Crook Award Nominee (2008), Grand Prix de l'Imaginaire Nominee for Roman étranger and Traduction (2010), ALA Alex Award (2008), The Quill Award for Science Fiction/Fantasy/Horror (2007), Sakura Medal for High School Book (2009), Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2010), Tähtifantasia Award Nominee (2011)"")",
https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,,The Adventures of Tom Sawyer,Mark Twain,3.92,789406,789406,244,1876.0,True,"Classics, Fiction, Adventure, Young Adult, Historical, Historical Fiction, Literature, Childrens, Academic, School, Novels, Literature, American","(1, 'Lewis Carroll Shelf Award (1967)')","Hannibal, Missouri, Missouri"
https://www.goodreads.com/book/show/113436.Eragon,,Eragon,Christopher Paolini,3.91,1497036,1497036,503,2002.0,True,"Fantasy, Young Adult, Fiction, Fantasy, Dragons, Adventure, Fantasy, Magic, Fantasy, High Fantasy, Science Fiction Fantasy, Young Adult, Young Adult Fantasy, Childrens","(20, ""Book Sense Book of the Year Award for Children's Literature (2004), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2007), South Carolina Book Award for Young Adult Book (2006), Grand Canyon Reader Award for Teen Book (2006), Nene Award (2006), Colorado Blue Spruce Young Adult Book Award (2005), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2005), Rhode Island Teen Book Award (2005), Beehive Book Award for Young Adult Book (2005), Evergreen Teen Book Award (2006), Golden Archer Award for Middle/Junior High (2006), Soaring Eagle Book Award (2005), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2006), Iowa Teen Award (2008), Eliot Rosewater Indiana High School Book Award (2006), Literaturpreis der Jury der jungen Leser for Kinderbuch (2005), Virginia Reader's Choice for Middle (2005), Missouri Gateway Readers Award for Young Adult (2006), Oklahoma Sequoyah Award for YA (2006), Rebecca Caudill Young Readers' Book Award (2006)"")",Alagaësia
https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,,Charlie and the Chocolate Factory,Roald Dahl,4.14,702536,702536,176,1964.0,True,"Childrens, Fiction, Fantasy, Classics, Young Adult, Childrens, Middle Grade, Humor, Adventure, Childrens, Juvenile, Novels","(2, ""Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1992), North Dakota Children's Choice Award (1985)"")",
https://www.goodreads.com/book/show/36576608-flowers-for-algernon,,Flowers for Algernon,Daniel Keyes,4.15,505493,505493,216,1959.0,False,"Fiction, Classics, Science Fiction, Young Adult, Literature, Psychology, Academic, School, Novels, Adult, Academic, Read For School","(3, 'Hugo Award Nominee for Best Novel (1967), Nebula Award for Best Novel (tie) (1966), Locus Award Nominee for All-Time Best Novel (36th in poll) (1975)')","New York City, New York, New York State, United States of America"
https://www.goodreads.com/book/show/485894.The_Metamorphosis,,The Metamorphosis,Franz Kafka,3.83,693090,693090,201,1915.0,False,"Classics, Fiction, Fantasy, Literature, Philosophy, Short Stories, Academic, School, European Literature, German Literature, Horror, Novels","(0, nan)",
https://www.goodreads.com/book/show/99561.Looking_for_Alaska,,Looking for Alaska,John Green,4.01,1177567,1177567,221,2005.0,False,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Young Adult, Coming Of Age, Young Adult, Teen, Mystery, Young Adult, Young Adult Contemporary, Young Adult, High School","(12, 'Los Angeles Times Book Prize Nominee for Young Adult Fiction (2005), Michael L. Printz Award (2006), Rhode Island Teen Book Award Nominee (2007), Michigan Library Association Thumbs Up! Award Nominee (2006), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2008), The Inky Awards for Silver Inky (2007), Lincoln Award Nominee (2009), Bronzener Lufti (2007), Green Mountain Book Award (2008), The Inky Awards Shortlist for Silver Inky (2007), Alabama Author Award for Young Adult (2006), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2014)')",Alabama
https://www.goodreads.com/book/show/70401.On_the_Road,,On the Road,Jack Kerouac,3.62,361413,361413,307,1955.0,False,"Classics, Fiction, Travel, Literature, Novels, Literature, American, Adventure, Literature, 20th Century, Unfinished, Classics, Modern Classics","(1, 'Grammy Award Nominee for Best Spoken Word Album (2001)')",
https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,1245052,1245052,226,2003.0,False,"Fiction, Mystery, Young Adult, Contemporary, Novels, Classics, Psychology, Literature, Realistic Fiction, Academic, School","(15, ""Booker Prize Nominee for Longlist (2003), James Tait Black Memorial Prize Nominee for Fiction (2003), Whitbread Award for Novel and Book of the Year (2003), Guardian Children's Fiction Prize (2003), McKitterick Prize (2004), Los Angeles Times Book Prize for Art Seidenbaum Award for First Fiction (2003), Exclusive Books Boeke Prize (2004), ALA Alex Award (2004), Zilveren Zoen (2004), Lincoln Award Nominee (2006), Commonwealth Writers' Prize for Best First Book Overall (2004), North East Teenage Book Award Nominee (2004), Carnegie Medal Nominee (2003), Dolly Gray Children's Literature Award (2004), Premi Protagonista Jove for Categoria 15-16 anys (2006)"")","Swindon, England, London, England, England"
