url,book_id,title,author,good_read_score,good_read_votes,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,award_count,place
https://www.goodreads.com/book/show/16064647-awoken,16064647,Awoken,Timothy   Miller,1200,12,4.21,8,67,321.0,2013.0,False,"Fantasy, Young Adult, Fiction",,0,
https://www.goodreads.com/book/show/18334644-meeting-with-christ-and-other-poems,18334644,Meeting With Christ and Other Poems,Deepak Chaswal,1200,12,4.53,20,87,80.0,2013.0,False,Poetry,,0,
https://www.goodreads.com/book/show/19532388-letters-from-your-soul,19532388,Letters From Your Soul,Victor Noble,1200,12,4.42,12,60,166.0,2014.0,False,"Spirituality, Poetry",,0,
https://www.goodreads.com/book/show/18298225-on-the-fence,18298225,On the Fence,Kasie West,1200,14,4.05,5399,51357,293.0,2014.0,False,"Romance, Young Adult, Contemporary, Fiction, Young Adult, Young Adult Contemporary, Young Adult, Young Adult Romance, Young Adult, High School, Romance, Contemporary Romance, Audiobook, Young Adult, Teen",Goodreads Choice Award Nominee for Young Adult Fiction (2014),1,California
https://www.goodreads.com/book/show/32051912-the-alice-network,32051912,The Alice Network,Kate Quinn,1200,14,4.27,23112,285737,503.0,2017.0,False,"Historical, Historical Fiction, Fiction, Historical, Audiobook, War, World War II, War, Cultural, France, Adult, Book Club, War, World War I",Goodreads Choice Award Nominee for Historical Fiction (2017),1,"France, London, England"
https://www.goodreads.com/book/show/41715111-the-fall-of-the-phoenix,41715111,The Fall of the Phoenix,Daniel  Kelly,1200,13,4.37,43,1085,244.0,2018.0,True,"Epic, Novels, Suspense, Young Adult, New Adult, Book Club, Fantasy, Historical, Historical Fiction, Retellings, Fiction",,0,
https://www.goodreads.com/book/show/7769.Dr_Seuss_s_ABC,7769,Dr. Seuss's ABC,Dr. Seuss,1199,23,4.08,1497,43862,21.0,1963.0,False,"Childrens, Childrens, Picture Books, Fiction, Classics, Poetry, Kids, Fantasy, Humor, Childrens, Juvenile, Animals",,0,
https://www.goodreads.com/book/show/775346.The_Little_Friend,775346,The Little Friend,Donna Tartt,1199,14,3.47,4956,53672,624.0,2002.0,False,"Fiction, Mystery, Literary Fiction, Contemporary, Mystery, Crime, Novels, Literature, Literature, American, Thriller, Mystery Thriller, Thriller","Orange Prize Nominee for Fiction Shortlist (2003), WH Smith Literary Award (2003)",2,"Alexandria, Mississippi"
https://www.goodreads.com/book/show/84139.Unleash_the_Night,84139,Unleash the Night,Sherrilyn Kenyon,1199,15,4.32,1101,41499,378.0,2005.0,True,"Romance, Paranormal Romance, Fantasy, Paranormal, Romance, Fantasy, Paranormal, Vampires, Fantasy, Urban Fantasy, Paranormal, Shapeshifters, Adult, Fantasy, Mythology, Fiction",,0,"New Orleans, Louisiana"
https://www.goodreads.com/book/show/23769683-the-rising,23769683,The Rising,C.M. Meridian,1199,12,3.61,5,57,,2014.0,True,"Shapeshifters, Werewolves, Fantasy, Urban Fantasy, Paranormal, Shapeshifters",,0,
https://www.goodreads.com/book/show/11437.Where_I_m_Calling_From,11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,1198,16,4.42,948,20267,544.0,1988.0,False,"Short Stories, Fiction, Literature, Classics, Literature, American, Literary Fiction, Contemporary, The United States Of America, American, Americana, Short Stories, Short Story Collection","Pulitzer Prize Nominee for Fiction (1989), Ambassador Book Award for Fiction (1989), O. Henry Award for 'Errand' (1988), National Book Critics Circle Award Nominee for Fiction (1988)",4,
https://www.goodreads.com/book/show/4954833-brooklyn,4954833,Brooklyn,Colm Tóibín,1196,15,3.68,10885,99658,262.0,2009.0,False,"Fiction, Historical, Historical Fiction, Cultural, Ireland, Historical, Romance, European Literature, Irish Literature, Audiobook, New York, Adult Fiction, Adult","Booker Prize Nominee for Longlist (2009), Costa Book Award for Novel  (2009), Goodreads Choice Award Nominee for Fiction (2009), International Dublin Literary Award Nominee (2011)",4,"Enniscorthy, Brooklyn, New York City, New York"
