url,book_id,title,author,good_read_score,good_read_votes,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,award_count,place
https://www.goodreads.com/book/show/6780439-dark-visions,6780439,Dark Visions,L.J. Smith,2440,35,4.19,1110,37256,732.0,1991,True,"Young Adult, Fantasy, Fantasy, Paranormal, Romance, Fantasy, Supernatural, Paranormal, Vampires, Romance, Paranormal Romance, Fiction, Fantasy, Urban Fantasy, Fantasy, Magic",,0,
https://www.goodreads.com/book/show/776407.The_House_at_Pooh_Corner,776407,The House at Pooh Corner,A.A. Milne,2438,40,4.36,1539,83283,180.0,1928,True,"Classics, Childrens, Fiction, Fantasy, Animals, Audiobook, Childrens, Picture Books, Young Adult, Childrens, Middle Grade, Short Stories",Lewis Carroll Shelf Award (1958),1,
https://www.goodreads.com/book/show/34511.Monstrous_Regiment,34511,Monstrous Regiment,Terry Pratchett,2438,35,4.17,1930,66377,496.0,2003,True,"Fantasy, Fiction, Humor, Humor, Comedy, Science Fiction Fantasy, Young Adult, War, Childrens, Adventure, Audiobook","Locus Award Nominee for Fantasy Novel (2004), Audie Award for Science Fiction (2004), James Tiptree Jr. Award Nominee for Longlist (2004)",3,"Discworld, Borogravia"
https://www.goodreads.com/book/show/13260670-exile,13260670,Exile,Shannon Messenger,2436,27,4.55,1901,23566,576.0,2013,True,"Fantasy, Childrens, Middle Grade, Adventure, Young Adult, Fiction, Fantasy, Magic, Childrens, Young Adult, Young Adult Fantasy, Mystery, Fantasy, Elves",,0,
https://www.goodreads.com/book/show/12033455-i-ve-got-your-number,12033455,I've Got Your Number,Sophie Kinsella,2434,30,3.94,13212,200526,433.0,2011,False,"Womens Fiction, Chick Lit, Romance, Fiction, Contemporary, Humor, Adult, Romance, Contemporary Romance, Audiobook, Adult Fiction, Humor, Comedy",All About Romance (AAR) Annual Reader Poll for Best Chick Lit/Women's Fiction (2013),1,"London, England"
https://www.goodreads.com/book/show/12680907-bitterblue,12680907,Bitterblue,Kristin Cashore,2433,35,3.98,8288,108613,576.0,2012,True,"Fantasy, Young Adult, Romance, Fiction, Young Adult, Young Adult Fantasy, Fantasy, High Fantasy, Adventure, Fantasy, Magic, Young Adult, Teen, Mystery","The Inky Awards Nominee for Silver Inky (2012), NAIBA Book of the Year for Young Adults (2012), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012)",4,
https://www.goodreads.com/book/show/261331.The_Tea_Rose,261331,The Tea Rose,Jennifer Donnelly,2432,29,4.19,3053,33646,675.0,2002,True,"Historical, Historical Fiction, Romance, Fiction, Historical, Romance, Historical Romance, Adult, European Literature, British Literature, Mystery, Womens Fiction, Chick Lit, Literature, 19th Century",,0,"London, England, New York City, New York"
https://www.goodreads.com/book/show/68591.Brida,68591,Brida,Paulo Coelho,2432,30,3.49,3478,69840,264.0,1990,False,"Fiction, Fantasy, Philosophy, Novels, Romance, Spirituality, Inspirational, Literature, Magical Realism, Contemporary",Bad Sex in Fiction Award Nominee (2008),1,
https://www.goodreads.com/book/show/28250.The_Novice,28250,The Novice,Trudi Canavan,2432,33,4.05,1435,55570,577.0,2002,True,"Fantasy, Young Adult, Fantasy, Magic, Fiction, Fantasy, High Fantasy, Adventure, Fantasy, Epic Fantasy, Childrens, Childrens, Middle Grade, Science Fiction Fantasy",,0,Kyralia
https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn,50275,Last Exit to Brooklyn,Hubert Selby Jr.,2430,29,3.84,1260,28801,290.0,1964,False,"Fiction, Classics, Thriller, Contemporary, Literature, American, Dark, New York, Mystery, Crime, Novels, Mystery",,0,"Brooklyn, New York City, New York"
